WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w32	d757	did have a smile	did wear a smile	have smile	wear smile	lit	met
w7	d757	did have a smile	did wear a smile	have smile	wear smile	lit	met
w31	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w32	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w11	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w65	d543	disclosed a report	leaked a report	disclose report	leak report	lit	met
w30	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w28	d543	disclosed a report	leaked a report	disclose report	leak report	lit	met
w5	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w13	d543	disclosed a report	leaked a report	disclose report	leak report	lit	met
w66	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w29	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w7	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w50	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w14	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w4	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w33	d543	disclosed a report	leaked a report	disclose report	leak report	lit	lit
w29	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	lit
w4	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	lit
w31	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	lit
w14	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w66	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w7	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w33	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w32	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w11	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w65	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w28	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w30	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	lit
w50	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w13	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	met
w5	d547	fate of Chinese rock music is	fate of Chinese rock music lies	fate be	fate lie	met	lit
w56	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w50	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w5	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w13	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w31	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w66	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w32	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w28	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w4	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w65	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w33	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w14	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w30	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w29	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	lit
w11	d263	decrease his creative appetite	dull his creative appetite	decrease appetite	dull appetite	met	met
w32	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w28	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w50	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w65	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w33	d53	painting might represent	painting might capture	painting represent	painting capture	met	lit
w7	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w30	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w66	d53	painting might represent	painting might capture	painting represent	painting capture	met	lit
w4	d53	painting might represent	painting might capture	painting represent	painting capture	met	lit
w31	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w11	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w13	d53	painting might represent	painting might capture	painting represent	painting capture	met	lit
w14	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w29	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w5	d53	painting might represent	painting might capture	painting represent	painting capture	met	met
w13	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w31	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w67	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w14	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w30	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w11	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w66	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w4	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w32	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w5	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w65	d317	story intrigues	story grabs	story intrigue	story grab	lit	met
w7	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w33	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w28	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w29	d317	story intrigues	story grabs	story intrigue	story grab	lit	lit
w28	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w30	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w5	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w32	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w11	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w29	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w62	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w33	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w65	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w14	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w7	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w13	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w66	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w4	d595	rejecting the past	disowning the past	reject past	disown past	met	met
w31	d595	rejecting the past	disowning the past	reject past	disown past	met	lit
w28	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w66	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w29	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w31	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w13	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w14	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w65	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w7	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w56	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w33	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w30	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w32	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	met
w11	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w4	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w5	d533	has stimulated heated debate	has fueled heated debate	stimulate debate	fuel debate	met	lit
w28	d44	wars that have displaced	wars that have uprooted	war displace	war uproot	met	met
w29	d44	wars that have displaced	wars that have uprooted	war displace	war uproot	met	lit
